branch_index,edge_source,sweep_file,iteration,target_log10_EI,sample_index,curve_point_index,EI,log10_EI,xM_over_L,motor_position,omega,U,power,power_input,thrust,tail_flat_ratio,eta_left_beam_re,eta_left_beam_im,eta_left_beam_abs,eta_left_beam_phase_deg,eta_right_beam_re,eta_right_beam_im,eta_right_beam_abs,eta_right_beam_phase_deg,alpha_beam,sa_ratio_beam
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.951423289698437,31,51,0.00011183473430640504,-3.951423289698437,0.17110539789243945,0.008555269894621973,502.6548245743669,Inf,-0.2097739956353357,0.2097739956353357,8.259588426954122e-5,0.0003223053613120745,0.0001665879323656521,5.70055669961343e-5,0.0001760715021757179,18.890693005869895,-0.00016495553769891252,-5.6431834693422394e-5,0.0001743412784867746,-161.11401304821027,-0.009875105027764279,-2.3064626629661564
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.9116447316060685,32,53,0.00012256183889020614,-3.9116447316060685,0.1734855088709925,0.008674275443549626,502.6548245743669,Inf,-0.40368018991799093,0.40368018991799093,0.00011101723931645153,0.00032230534251468615,0.00021378030782549513,0.00010306249083408973,0.00023732656200031694,25.738499436729352,-0.00021254639776150183,-0.00010243979129657792,0.0002359446588551582,-154.26758976044115,-0.005839743903864756,-2.5345605854777626
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.871793189878554,33,55,0.0001343404535266049,-3.871793189878554,0.17404757361372886,0.008702378680686443,502.6548245743669,Inf,-1.0175939324600909,1.0175939324600909,0.000129709595689761,0.0003223053468982968,0.00027384812197621763,0.00024146790584209777,0.00036510210005102624,41.40450968597833,-0.0002742872233261865,-0.0002408942439616757,0.00036505276009620396,-138.7086040235584,-0.00013514928761012914,-3.0046219738814175
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.832190225588499,34,57,0.0001471667755157066,-3.832190225588499,0.1750976259947347,0.008754881299736735,502.6548245743669,Inf,-2.550709464424745,2.550709464424745,3.5442230136896604e-5,0.00032230539180039323,5.3760768392093355e-5,0.0005587020747562391,0.0005612826636865194,84.50367042310826,-5.5302889454792656e-5,-0.0005581504352064354,0.0005608835154496719,-95.6585348408407,-0.0007113887297069129,-2.8357914434375107
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.792948421371704,35,59,0.00016108369335468914,-3.792948421371704,0.1802625827367363,0.009013129136836814,502.6548245743669,Inf,-1.3482674029260986,1.3482674029260986,-0.00015868613593212542,0.0003223053532719266,-0.00028775697526318614,0.0002713618480734572,0.00039552664815718796,136.67961165578748,0.0002880648038443491,-0.0002705951221808307,0.0003952253172077189,-43.208905068499924,-0.0007621376080240277,-2.980948334010218
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.7531784450684924,36,61,0.00017653123313728675,-3.7531784450684924,0.18283473230307787,0.009141736615153894,502.6548245743669,Inf,-0.4829469320608374,0.4829469320608374,-0.00012995384734984972,0.0003223053631276827,-0.00021118691293342423,8.818863488925832e-5,0.00022886054163612525,157.3352824169943,0.0002115338378088166,-8.734796895126158e-5,0.00022885854193810919,-22.43703721915311,-8.737665034232449e-6,-2.7018254299286686
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.7133511589476433,37,63,0.00019348568575734202,-3.7133511589476433,0.18437573748555167,0.009218786874277584,502.6548245743669,Inf,-0.22865633910450583,0.22865633910450583,-9.276853479228866e-5,0.00032230535875343603,-0.00014765193624193776,3.748689564200115e-5,0.00015233634372948413,165.7543450014679,0.00014743555856201436,-3.6628191378369846e-5,0.0001519173075463874,-13.951833178694764,-0.0027545134560920826,-2.536023080815991
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.673557397091485,38,65,0.0002120521122920589,-3.673557397091485,0.18660102264624429,0.009330051132312214,502.6548245743669,Inf,-0.1314587983450576,0.1314587983450576,-7.410426903256438e-5,0.0003223053578351054,-0.00010978948753206913,1.9182031243618634e-5,0.00011145259932000476,170.08951783572718,0.00010952229004214788,-1.8259295733109004e-5,0.00011103393128564573,-9.465162794474871,-0.003763522678876867,-2.3647383401629933
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.6337912407111617,39,67,0.0002323853571866048,-3.6337912407111617,0.18929077155580948,0.009464538577790475,502.6548245743669,Inf,-0.08554982580616599,0.08554982580616599,-6.432482695981865e-5,0.000322305330885973,-8.573096542423655e-5,1.102195431502013e-5,8.643657738188176e-5,172.6739867482387,8.57551421638899e-5,-9.999071188445184e-6,8.633612124818071e-5,-6.650670837010264,-0.0011628700661237602,-2.2275202835405596
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.59399417135473,40,69,0.0002546864433700249,-3.59399417135473,0.19147749456283245,0.009573874728141623,502.6548245743669,Inf,-0.06055230872408534,0.06055230872408534,-5.6253024966662525e-5,0.00032230537396935987,-6.95846275255348e-5,6.8245983279876915e-6,6.991849204756769e-5,174.398559775537,6.964780934960926e-5,-5.725116515713106e-6,6.988271822359237e-5,-4.699202691527098,-0.0005117812866350152,-2.103593529723769
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.554204406869408,41,71,0.00027912298000556186,-3.554204406869408,0.19379358702918575,0.009689679351459288,502.6548245743669,Inf,-0.045569744713888374,0.045569744713888374,-5.111568018655925e-5,0.0003223053562204299,-5.799372557301481e-5,4.465266367205143e-6,5.816537466197777e-5,175.59715925736472,5.823091649551676e-5,-3.2717539091133433e-6,5.832275721834184e-5,-3.215831314785538,0.0027021168001150017,-1.9810202192881436
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.514398328199447,42,73,0.00030591563355729655,-3.514398328199447,0.19577921441244125,0.009788960720622063,502.6548245743669,Inf,-0.03590900654734084,0.03590900654734084,-4.669688365208716e-5,0.00032230534538275554,-4.9442552456198314e-5,3.038482351375947e-6,4.9535829137943625e-5,176.48332181008996,4.971513001234942e-5,-1.7636622816204618e-6,4.9746403455811926e-5,-2.031736545540667,0.0042419144917014585,-1.881678991100495
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.474555243964869,43,75,0.0003353086491597269,-3.474555243964869,0.19683327931298059,0.00984166396564903,502.6548245743669,Inf,-0.029264168517273367,0.029264168517273367,-4.130608943804405e-5,0.00032230535294794593,-4.315513288104421e-5,2.105143604697656e-6,4.320644770838009e-5,177.20727753938857,4.2969989946236e-5,-8.077253522847183e-7,4.297758085588749e-5,-1.0768865452990783,-0.005311082397699933,-1.8179206243678718
1,beam,sweep_motor_position_EI_coupled_from_matlab.jld2,1,-3.4347407873255538,44,77,0.0003675015817663761,-3.4347407873255538,0.19862198203867384,0.009931099101933693,502.6548245743669,Inf,-0.024611319889206708,0.024611319889206708,-3.876291136185393e-5,0.00032230538387825503,-3.799305554557025e-5,1.5154498872440075e-6,3.8023267324751756e-5,177.71582262775112,3.783747279313303e-5,-1.3293088151603524e-7,3.7837706299276956e-5,-0.20129111646350556,-0.004892104763754331,-1.7365428085852745
